realDep,routes,match,nTrans,wk,iv,wt,nwk,tiv,id,ntiv,aux,ov,tt,cost,tway,matchiv,matchaux,compProp,PS
730,901_9_2,0,2,7.28,23,6.72,0,14,1116312,9,7.28,14.0,37.0,57.0,1,24,7.28,1.0,0.07324
718,901_2,1,1,7.28,24,17.72,0,14,1116312,10,7.28,25.0,49.0,59.0,1,24,7.28,1.0350877192982457,0.07324
719,901_9,0,1,22.36,23,12.64,0,19,1116312,4,22.36,35.0,58.0,68.0,1,24,7.28,1.1929824561403508,0.078472
778,22,0,0,4.0,22,8.0,0,0,1116318,22,4.0,12.0,34.0,34.0,0,18,3.96,1.0,0.0
799,901_22,1,1,3.96,18,6.04,0,11,1116318,7,3.96,10.0,28.0,38.0,1,18,3.96,1.1176470588235294,0.0
791,23_901,1,1,1.34,20,17.66,0,11,1116319,9,1.34,19.0,39.0,49.0,1,20,1.34,1.0,0.063306
770,14_901,0,1,13.58,18,16.42,0,11,1116319,7,13.58,30.0,48.0,58.0,1,20,1.34,1.183673469387755,0.044033
767,5_21_901,0,2,2.02,28,8.98,0,13,1116319,15,2.02,11.0,39.0,59.0,1,20,1.34,1.2040816326530612,0.0
791,5_23_901,0,2,1.34,21,16.66,0,11,1116319,10,1.34,18.0,39.0,59.0,1,20,1.34,1.2040816326530612,0.061167
1029,11_901,1,1,10.88,21,6.12,0,9,1116351,12,10.88,17.0,38.0,48.0,1,21,10.88,1.0,0.000149
1044,11_7,0,1,5.8,34,6.2,0,0,1116351,34,5.8,12.0,46.0,56.0,0,21,10.88,1.1666666666666667,0.000636
425,11_901,1,1,0.88,38,6.12,0,22,1116359,16,0.88,7.0,45.0,55.0,1,38,0.88,1.0,0.023902
401,824_901,0,1,8.98,36,12.02,0,22,1116359,14,8.98,21.0,57.0,67.0,1,38,0.88,1.2181818181818183,0.033086
421,901,1,0,17.0,14,6.0,0,14,1116360,0,17.0,23.0,37.0,37.0,1,14,17.0,1.0,0.099021
444,14,0,0,4.0,28,13.0,0,0,1116360,28,4.0,17.0,45.0,45.0,0,14,17.0,1.2162162162162162,0.0
425,22,0,0,4.0,31,13.0,0,0,1116360,31,4.0,17.0,48.0,48.0,0,14,17.0,1.2972972972972974,0.000456
443,22_901,0,1,7.16,16,15.84,0,14,1116360,2,7.16,23.0,39.0,49.0,1,14,17.0,1.3243243243243243,0.057762
454,54_902,0,1,11.12,50,12.88,0,32,1116366,18,11.12,24.0,74.0,84.0,1,57,9.4,1.0,0.000884
454,54_901,1,1,9.4,57,15.6,0,16,1116366,41,9.4,25.0,82.0,92.0,1,57,9.4,1.0952380952380953,1.5e-05
770,11_901,1,1,10.88,33,7.12,0,19,1116402,14,10.88,18.0,51.0,61.0,1,33,10.88,1.0,0.027728
769,10_901,0,1,23.88,33,7.12,0,19,1116402,14,23.88,31.0,64.0,74.0,1,33,10.88,1.2131147540983607,0.028881
856,5,0,0,15.0,38,9.0,0,0,1116424,38,15.0,24.0,62.0,62.0,0,36,3.28,1.0,0.0
859,901_2,1,1,3.28,36,17.72,0,28,1116424,8,3.28,21.0,57.0,67.0,1,36,3.28,1.0806451612903225,0.0
846,901,1,0,15.0,24,6.0,0,24,1116428,0,15.0,21.0,45.0,45.0,1,24,15.0,1.0,0.115525
845,6_901,0,1,7.68,28,10.32,0,24,1116428,4,7.68,18.0,46.0,56.0,1,24,15.0,1.2444444444444445,0.04587
828,645_901,0,1,8.78,26,13.22,0,23,1116428,3,8.78,22.0,48.0,58.0,1,24,15.0,1.288888888888889,0.006601
857,11_901,0,1,7.68,29,12.32,0,24,1116428,5,7.68,20.0,49.0,59.0,1,24,15.0,1.3111111111111111,0.04587
903,9,0,0,6.0,10,13.0,0,0,1116439,10,6.0,19.0,29.0,29.0,0,4,20.0,1.0,0.0
907,901,1,0,20.0,4,6.0,0,4,1116439,0,20.0,26.0,30.0,30.0,1,4,20.0,1.0344827586206897,0.0
901,9_7,0,1,10.0,5,18.0,0,0,1116439,5,10.0,28.0,33.0,43.0,0,4,20.0,1.4827586206896552,0.077967
959,901,1,0,19.0,11,6.0,0,11,1116442,0,19.0,25.0,36.0,36.0,1,11,19.0,1.0,0.138612
971,901_54,0,1,4.46,17,7.54,0,9,1116442,8,4.46,12.0,29.0,39.0,1,11,19.0,1.0833333333333333,0.012377
401,10_901_21,1,2,10.24,51,11.76,0,9,1116922,42,10.24,22.0,73.0,93.0,1,51,10.24,1.0,2e-06
401,10_901_2_9,0,3,7.12,53,16.88,0,6,1116922,47,7.12,24.0,77.0,107.0,1,51,10.24,1.1505376344086022,9.3e-05
458,901_54,1,1,9.46,29,7.54,0,21,1116923,8,9.46,17.0,46.0,56.0,1,29,9.46,1.0,0.049496
461,901_46_54,0,2,5.54,26,11.46,0,13,1116923,13,5.54,17.0,43.0,63.0,1,29,9.46,1.125,2.4e-05
546,902,1,0,14.0,13,6.0,0,13,1116945,0,14.0,20.0,33.0,33.0,1,13,14.0,1.0,0.0
548,7_67,0,1,7.0,18,12.0,0,0,1116945,18,7.0,19.0,37.0,47.0,0,13,14.0,1.4242424242424243,0.0
540,902,1,0,7.0,15,6.0,0,15,1116947,0,7.0,13.0,28.0,28.0,1,15,7.0,1.0,0.097667
539,121_902,0,1,9.56,15,4.44,0,13,1116947,2,9.56,14.0,29.0,39.0,1,15,7.0,1.3928571428571428,0.085693
583,902_71,1,1,9.34,30,7.66,0,18,1116950,12,9.34,17.0,47.0,57.0,1,30,9.34,1.0,0.027236
585,21_94_71,0,2,8.56,23,13.44,0,0,1116950,23,8.56,22.0,45.0,65.0,0,30,9.34,1.1403508771929824,6.5e-05
553,902_68_71,0,2,9.34,30,7.66,0,18,1116950,12,9.34,17.0,47.0,67.0,1,30,9.34,1.1754385964912282,0.027236
594,3,0,0,13.0,35,11.0,0,0,1116952,35,13.0,24.0,59.0,59.0,0,37,8.96,1.0,0.0
569,62_902,1,1,8.96,37,14.04,0,29,1116952,8,8.96,23.0,60.0,70.0,1,37,8.96,1.1864406779661016,0.028837
569,62_63_94,0,2,4.98,34,13.02,0,0,1116952,34,4.98,18.0,52.0,72.0,0,37,8.96,1.2203389830508475,0.030085
564,902_64,1,1,4.88,54,6.12,0,21,1116953,33,4.88,11.0,65.0,75.0,1,54,4.88,1.0,0.0
584,63_80,0,1,9.98,59,9.02,0,0,1116953,59,9.98,19.0,78.0,88.0,0,54,4.88,1.1733333333333333,0.0
629,902_6,0,1,14.86,43,6.14,0,35,1116956,8,14.86,21.0,64.0,74.0,1,43,14.86,1.0,0.030137
617,902_4,1,1,14.86,43,7.14,0,35,1116956,8,14.86,22.0,65.0,75.0,1,43,14.86,1.0135135135135136,0.030137
598,902,1,0,10.0,10,6.0,0,10,1116963,0,10.0,16.0,26.0,26.0,1,10,10.0,1.0,0.0
611,67,0,0,7.0,12,11.0,0,0,1116963,12,7.0,18.0,30.0,30.0,0,10,10.0,1.1538461538461537,0.0
590,64_902,1,1,5.12,54,17.88,0,18,1116966,36,5.12,23.0,77.0,87.0,1,54,5.12,1.0,0.000141
590,64_54_902,0,2,5.12,50,21.88,0,18,1116966,32,5.12,27.0,77.0,97.0,1,54,5.12,1.1149425287356323,0.013863
590,921_3,0,1,8.0,34,6.0,0,5,1116972,29,8.0,14.0,48.0,58.0,1,36,5.24,1.0,1.3e-05
575,921_902,1,1,5.24,36,16.76,0,36,1116972,0,5.24,22.0,58.0,68.0,1,36,5.24,1.1724137931034482,0.034657
665,902,0,0,14.0,13,6.0,0,13,1116975,0,14.0,20.0,33.0,33.0,1,16,2.28,1.0,0.183102
635,921_902,1,1,2.28,16,8.72,0,16,1116975,0,2.28,11.0,27.0,37.0,1,16,2.28,1.121212121212121,0.013751
642,21_902,0,1,6.82,15,10.18,0,13,1116975,2,6.82,17.0,32.0,42.0,1,16,2.28,1.2727272727272727,0.121957
692,902,1,0,19.0,17,6.0,0,17,1116976,0,19.0,25.0,42.0,42.0,1,17,19.0,1.0,0.06965
666,465,0,0,31.0,12,11.0,0,0,1116976,12,31.0,42.0,54.0,54.0,0,17,19.0,1.2857142857142858,0.0
689,18_902,0,1,22.68,15,7.32,0,12,1116976,3,22.68,30.0,45.0,55.0,1,17,19.0,1.3095238095238095,0.122057
676,901_902,0,1,19.0,17,10.0,0,17,1116976,0,19.0,29.0,46.0,56.0,1,17,19.0,1.3333333333333333,0.06965
681,902,1,0,9.0,18,6.0,0,18,1116979,0,9.0,15.0,33.0,33.0,1,18,9.0,1.0,0.078086
679,63_902,0,1,8.68,20,6.32,0,16,1116979,4,8.68,15.0,35.0,45.0,1,18,9.0,1.3636363636363635,0.005733
663,902,1,0,9.0,10,6.0,0,10,1116981,0,9.0,15.0,25.0,25.0,1,10,9.0,1.0,0.0
650,465,0,0,8.0,13,11.0,0,0,1116981,13,8.0,19.0,32.0,32.0,0,10,9.0,1.28,0.0
684,698,0,0,11.0,9,13.0,0,0,1116981,9,11.0,24.0,33.0,33.0,0,10,9.0,1.32,0.0
723,902,1,0,11.0,8,6.0,0,8,1116983,0,11.0,17.0,25.0,25.0,1,8,11.0,1.0,0.0
724,698,0,0,13.0,9,13.0,0,0,1116983,9,13.0,26.0,35.0,35.0,0,8,11.0,1.4,0.0
710,465,0,0,17.0,7,11.0,0,0,1116983,7,17.0,28.0,35.0,35.0,0,8,11.0,1.4,0.0
763,902,1,0,6.0,16,6.0,0,16,1116987,0,6.0,12.0,28.0,28.0,1,16,6.0,1.0,0.0
766,21,0,0,11.0,22,8.0,0,0,1116987,22,11.0,19.0,41.0,41.0,0,16,6.0,1.4642857142857142,0.0
732,67,0,0,1.0,17,11.0,9,0,1116993,17,10.0,21.0,38.0,38.0,0,18,14.0,1.0,0.0
747,902,1,0,12.0,18,6.0,2,18,1116993,0,14.0,20.0,38.0,38.0,1,18,14.0,1.0,0.0
725,3_921,0,1,2.52,15,12.48,9,1,1116993,14,11.52,24.0,39.0,49.0,1,18,14.0,1.2894736842105263,0.0
721,63,0,0,4.0,7,6.0,0,0,1116994,7,4.0,10.0,17.0,17.0,0,1,14.0,1.0,0.19748
744,64,0,0,6.0,6,6.0,0,0,1116994,6,6.0,12.0,18.0,18.0,0,1,14.0,1.0588235294117647,0.230471
732,21,0,0,4.0,7,8.0,0,0,1116994,7,4.0,12.0,19.0,19.0,0,1,14.0,1.1176470588235294,0.19748
725,54,0,0,4.0,6,10.0,0,0,1116994,6,4.0,14.0,20.0,20.0,0,1,14.0,1.1764705882352942,0.197479
720,902,1,0,14.0,1,6.0,0,1,1116994,0,14.0,20.0,21.0,21.0,1,1,14.0,1.2352941176470589,0.0
784,3,0,0,2.0,8,11.0,0,0,1116998,8,2.0,13.0,21.0,21.0,0,4,13.0,1.0,0.005215
775,67,0,0,3.0,8,10.0,0,0,1116998,8,3.0,13.0,21.0,21.0,0,4,13.0,1.0,1.1e-05
781,902,1,0,13.0,4,6.0,0,4,1116998,0,13.0,19.0,23.0,23.0,1,4,13.0,1.0952380952380953,0.0
782,3,0,0,15.0,18,10.0,0,0,1117031,18,15.0,25.0,43.0,43.0,0,16,12.28,1.0,0.045776
788,71_3,0,1,5.46,25,6.54,0,0,1117031,25,5.46,12.0,37.0,47.0,0,16,12.28,1.0930232558139534,0.001263
787,902_3,0,1,7.68,20,10.32,0,2,1117031,18,7.68,18.0,38.0,48.0,1,16,12.28,1.1162790697674418,0.042254
802,902_921,1,1,12.28,16,17.72,0,16,1117031,0,12.28,30.0,46.0,56.0,1,16,12.28,1.302325581395349,0.004847
845,902,1,0,6.0,41,6.0,0,41,1117034,0,6.0,12.0,53.0,53.0,1,41,6.0,1.0,0.033007
844,18_902,0,1,2.68,44,7.32,0,41,1117034,3,2.68,10.0,54.0,64.0,1,41,6.0,1.2075471698113207,0.030137
826,67_902,0,1,4.62,26,13.38,0,9,1117035,17,4.62,18.0,44.0,54.0,1,28,3.34,1.0,0.042254
852,2_902,1,1,3.34,28,16.66,0,21,1117035,7,3.34,20.0,48.0,58.0,1,28,3.34,1.0740740740740742,0.042024
837,67_22_902,0,2,5.1,29,13.9,0,21,1117035,8,5.1,19.0,48.0,68.0,1,28,3.34,1.2592592592592593,0.059848
841,902,1,0,4.0,21,6.0,0,21,1117037,0,4.0,10.0,31.0,31.0,1,21,4.0,1.0,0.069267
839,121_902,0,1,7.56,21,4.44,0,19,1117037,2,7.56,12.0,33.0,43.0,1,21,4.0,1.3870967741935485,0.06298
820,62_902,1,1,5.96,21,15.04,0,10,1117049,11,5.96,21.0,42.0,52.0,1,21,5.96,1.0,0.032942
838,3_902,0,1,17.96,17,19.04,0,10,1117049,7,17.96,37.0,54.0,64.0,1,21,5.96,1.2307692307692308,0.043322
897,902_901,1,1,9.2,35,9.8,0,35,1117061,0,9.2,19.0,54.0,64.0,1,35,9.2,1.0,0.0
925,87_54_901,0,2,7.46,35,13.54,0,2,1117061,33,7.46,21.0,56.0,76.0,1,35,9.2,1.1875,0.0
937,902_850,1,1,5.54,56,6.46,4,23,1117065,33,9.54,16.0,72.0,82.0,1,56,9.54,1.0,0.031572
937,902_784_850,0,2,4.5,53,10.5,4,19,1117065,34,8.5,19.0,72.0,92.0,1,56,9.54,1.1219512195121952,0.030194
914,902_74,1,1,5.28,49,6.72,0,34,1117071,15,5.28,12.0,61.0,71.0,1,49,5.28,1.0,0.017773
914,902_64_74,0,2,4.88,48,8.12,0,31,1117071,17,4.88,13.0,61.0,81.0,1,49,5.28,1.1408450704225352,0.017773
915,902,1,0,28.0,24,6.0,0,24,1117075,0,28.0,34.0,58.0,58.0,1,24,28.0,1.0,0.106638
931,67_902,0,1,20.24,24,12.76,0,23,1117075,1,20.24,33.0,57.0,67.0,1,24,28.0,1.1551724137931034,0.098802
900,62_902,0,1,20.24,24,13.76,0,23,1117075,1,20.24,34.0,58.0,68.0,1,24,28.0,1.1724137931034482,0.098802
914,63_902,0,1,26.82,26,6.18,0,23,1117075,3,26.82,33.0,59.0,69.0,1,24,28.0,1.1896551724137931,0.092081
910,21,0,0,7.0,14,6.0,0,0,1117081,14,7.0,13.0,27.0,27.0,0,8,18.0,1.0,0.0
897,902,1,0,18.0,8,6.0,0,8,1117081,0,18.0,24.0,32.0,32.0,1,8,18.0,1.1851851851851851,0.0
979,902_61,1,1,2.88,41,6.12,0,21,1117082,20,2.88,9.0,50.0,60.0,1,41,2.88,1.0,0.016504
1003,902_71_61,0,2,5.18,40,8.82,0,21,1117082,19,5.18,14.0,54.0,74.0,1,41,2.88,1.2333333333333334,0.016513
963,67_83_61,0,2,2.36,36,15.64,0,0,1117082,36,2.36,18.0,54.0,74.0,0,41,2.88,1.2333333333333334,0.01083
908,902,1,0,17.0,13,6.0,0,13,1117085,0,17.0,23.0,36.0,36.0,1,13,17.0,1.0,0.115524
923,902_122,0,1,4.48,19,6.52,0,16,1117085,3,4.48,11.0,30.0,40.0,1,13,17.0,1.1111111111111112,0.06931
981,21,0,0,5.0,2,5.0,0,0,1117086,2,5.0,10.0,12.0,12.0,0,1,7.0,1.0,0.0
998,902,1,0,7.0,1,6.0,0,1,1117086,0,7.0,13.0,14.0,14.0,1,1,7.0,1.1666666666666667,0.0
958,902_113,1,1,9.56,55,10.44,0,34,1117088,21,9.56,20.0,75.0,85.0,1,55,9.56,1.0,0.000825
970,902_904,0,1,22.08,50,6.92,0,50,1117088,0,22.08,29.0,79.0,89.0,1,55,9.56,1.0470588235294118,0.026701
993,902,1,0,7.0,26,6.0,0,26,1117090,0,7.0,13.0,39.0,39.0,1,26,7.0,1.0,0.078472
1004,54_902,0,1,7.12,27,5.88,0,25,1117090,2,7.12,13.0,40.0,50.0,1,26,7.0,1.2820512820512822,0.068581
991,64_902,0,1,7.12,27,6.88,0,25,1117090,2,7.12,14.0,41.0,51.0,1,26,7.0,1.3076923076923077,0.068581
964,902,1,0,11.0,9,6.0,0,9,1117094,0,11.0,17.0,26.0,26.0,1,9,11.0,1.0,0.0
989,2,0,0,19.0,7,6.0,0,0,1117094,7,19.0,25.0,32.0,32.0,0,9,11.0,1.2307692307692308,0.175994
966,121,0,0,22.0,5,6.0,0,0,1117094,5,22.0,28.0,33.0,33.0,0,9,11.0,1.2692307692307692,0.0
979,774,0,0,23.0,4,11.0,0,0,1117094,4,23.0,34.0,38.0,38.0,0,9,11.0,1.4615384615384615,0.256721
964,902,1,0,12.0,29,6.0,0,29,1117117,0,12.0,18.0,47.0,47.0,1,29,12.0,1.0,0.047899
985,11_902,0,1,12.68,30,7.32,0,27,1117117,3,12.68,20.0,50.0,60.0,1,29,12.0,1.2765957446808511,0.068663
984,901_902,0,1,12.0,29,10.0,0,29,1117117,0,12.0,22.0,51.0,61.0,1,29,12.0,1.297872340425532,0.047899
994,94_62,0,1,6.7,13,8.3,0,0,1117121,13,6.7,15.0,28.0,38.0,0,18,19.0,1.0,0.077426
974,94,0,0,19.0,12,8.0,0,0,1117121,12,19.0,27.0,39.0,39.0,0,18,19.0,1.0263157894736843,0.154794
971,902,1,0,19.0,18,6.0,0,18,1117121,0,19.0,25.0,43.0,43.0,1,18,19.0,1.131578947368421,0.0
956,21_94_75,0,2,4.08,17,7.92,0,0,1117121,17,4.08,12.0,29.0,49.0,0,18,19.0,1.2894736842105263,0.049913
1007,3,0,0,5.0,4,6.0,0,0,1117122,4,5.0,11.0,15.0,15.0,0,4,6.0,1.0,0.364774
983,902,1,0,6.0,4,6.0,0,4,1117122,0,6.0,12.0,16.0,16.0,1,4,6.0,1.0666666666666667,0.0
953,67,0,0,5.0,4,11.0,0,0,1117122,4,5.0,16.0,20.0,20.0,0,4,6.0,1.3333333333333333,0.364774
998,62,0,0,5.0,5,11.0,0,0,1117122,5,5.0,16.0,21.0,21.0,0,4,6.0,1.4,0.364774
1052,902_921,1,1,4.38,26,8.62,0,26,1117124,0,4.38,13.0,39.0,49.0,1,26,4.38,1.0,0.002708
1040,902_87,0,1,6.96,24,8.04,0,8,1117124,16,6.96,15.0,39.0,49.0,1,26,4.38,1.0,0.023105
1043,902_921,1,1,6.28,28,12.72,0,28,1117127,0,6.28,19.0,47.0,57.0,1,28,6.28,1.0,0.003044
1050,63_921,0,1,6.8,39,6.2,0,16,1117127,23,6.8,13.0,52.0,62.0,1,28,6.28,1.087719298245614,1e-06
1059,67_921,0,1,10.44,31,13.56,0,8,1117127,23,10.44,24.0,55.0,65.0,1,28,6.28,1.1403508771929824,0.0
1013,480_65,0,1,10.58,37,9.42,0,0,1117127,37,10.58,20.0,57.0,67.0,0,28,6.28,1.1754385964912282,0.0
1052,902,1,0,8.0,4,6.0,0,4,1117130,0,8.0,14.0,18.0,18.0,1,4,8.0,1.0,0.0
1025,3,0,0,9.0,2,10.0,0,0,1117130,2,9.0,19.0,21.0,21.0,0,4,8.0,1.1666666666666667,0.333738
1030,67,0,0,9.0,2,11.0,0,0,1117130,2,9.0,20.0,22.0,22.0,0,4,8.0,1.2222222222222223,0.333738
1048,902,1,0,17.0,35,6.0,0,35,1117131,0,17.0,23.0,58.0,58.0,1,35,17.0,1.0,0.0
1033,94,0,0,24.0,29,8.0,0,0,1117131,29,24.0,32.0,61.0,61.0,0,35,17.0,1.0517241379310345,0.069315
1036,71_94,0,1,6.2,38,13.8,0,0,1117131,38,6.2,20.0,58.0,68.0,0,35,17.0,1.1724137931034482,0.001367
988,68_902,1,1,15.06,43,14.94,4,8,1117132,35,19.060000000000002,34.0,77.0,87.0,1,43,19.060000000000002,1.0,0.0
1000,68_71_902,0,2,15.06,46,11.94,4,8,1117132,38,19.060000000000002,31.0,77.0,97.0,1,43,19.060000000000002,1.1149425287356323,0.0
1021,902,1,0,9.0,5,6.0,0,5,1117155,0,9.0,15.0,20.0,20.0,1,5,9.0,1.0,0.0
1037,63,0,0,14.0,1,6.0,0,0,1117155,1,14.0,20.0,21.0,21.0,0,5,9.0,1.05,0.0
1025,3,0,0,7.0,7,9.0,0,0,1117155,7,7.0,16.0,23.0,23.0,0,5,9.0,1.15,0.0
1019,68,0,0,10.0,4,11.0,0,0,1117155,4,10.0,21.0,25.0,25.0,0,5,9.0,1.25,0.173231
1042,71,0,0,10.0,3,13.0,0,0,1117155,3,10.0,23.0,26.0,26.0,0,5,9.0,1.3,0.173231
1053,902_921,1,1,6.24,12,13.76,0,12,1117161,0,6.24,20.0,32.0,42.0,1,12,6.24,1.0,0.009614
1042,67_921,0,1,9.76,18,15.24,0,8,1117161,10,9.76,25.0,43.0,53.0,1,12,6.24,1.2619047619047619,0.0
1090,902_901,1,1,10.2,31,8.8,0,31,1117162,0,10.2,19.0,50.0,60.0,1,31,10.2,1.0,0.000286
1091,67_901,0,1,14.32,29,20.68,0,18,1117162,11,14.32,35.0,64.0,74.0,1,31,10.2,1.2333333333333334,0.047683
1091,9_901,0,1,22.32,25,16.68,0,18,1117162,7,22.32,39.0,64.0,74.0,1,31,10.2,1.2333333333333334,0.055068
1108,902,1,0,14.0,33,6.0,0,33,1117173,0,14.0,20.0,53.0,53.0,1,33,14.0,1.0,0.002888
1135,21_902,0,1,9.96,38,8.04,0,27,1117173,11,9.96,18.0,56.0,66.0,1,33,14.0,1.2452830188679245,0.000824
1143,902,1,0,9.0,7,6.0,0,7,1117176,0,9.0,15.0,22.0,22.0,1,7,9.0,1.0,0.0
1149,2,0,0,11.0,6,8.0,0,0,1117176,6,11.0,19.0,25.0,25.0,0,7,9.0,1.1363636363636365,0.144175
1161,122,0,0,14.0,7,6.0,0,0,1117176,7,14.0,20.0,27.0,27.0,0,7,9.0,1.2272727272727273,0.013538
1151,902,1,0,8.0,7,6.0,0,7,1117202,0,8.0,14.0,21.0,21.0,1,7,8.0,1.0,0.0
1167,22,0,0,4.0,11,13.0,0,0,1117202,11,4.0,17.0,28.0,28.0,0,7,8.0,1.3333333333333333,0.005218
1169,7,0,0,11.0,7,10.0,0,0,1117202,7,11.0,21.0,28.0,28.0,0,7,8.0,1.3333333333333333,0.078074
1164,465,0,0,9.0,11,11.0,0,0,1117202,11,9.0,20.0,31.0,31.0,0,7,8.0,1.4761904761904763,0.0
484,902,1,0,5.0,26,6.0,0,26,1117209,0,5.0,11.0,37.0,37.0,1,26,5.0,1.0,0.049511
504,94,0,0,16.0,19,8.0,0,0,1117209,19,16.0,24.0,43.0,43.0,0,26,5.0,1.162162162162162,0.0
480,901_902,0,1,5.0,26,10.0,0,26,1117209,0,5.0,15.0,41.0,51.0,1,26,5.0,1.3783783783783783,0.049511
467,6_902,1,1,1.68,33,13.32,0,14,1117215,19,1.68,15.0,48.0,58.0,1,33,1.68,1.0,0.027726
453,6_901_902,0,2,1.68,33,15.32,0,14,1117215,19,1.68,17.0,50.0,70.0,1,33,1.68,1.206896551724138,0.027726
548,67,0,0,6.0,19,11.0,0,0,1117227,19,6.0,17.0,36.0,36.0,0,19,8.38,1.0,0.0
564,921_902,1,1,8.38,19,12.62,0,19,1117227,0,8.38,21.0,40.0,50.0,1,19,8.38,1.3888888888888888,0.0
569,923_902,1,1,2.96,43,9.04,0,43,1117230,0,2.96,12.0,55.0,65.0,1,43,2.96,1.0,0.051344
539,923_18_902,0,2,2.56,39,5.44,0,36,1117230,3,2.56,8.0,47.0,67.0,1,43,2.96,1.0307692307692307,0.053319
549,923_4_902,0,2,2.56,39,8.44,0,36,1117230,3,2.56,11.0,50.0,70.0,1,43,2.96,1.0769230769230769,0.053319
539,923_18_6_902,0,3,2.56,39,5.44,0,36,1117230,3,2.56,8.0,47.0,77.0,1,43,2.96,1.1846153846153846,0.053319
545,902,1,0,8.0,20,6.0,0,20,1117234,0,8.0,14.0,34.0,34.0,1,20,8.0,1.0,0.004443
541,74_902,0,1,9.12,20,8.88,0,18,1117234,2,9.12,18.0,38.0,48.0,1,20,8.0,1.411764705882353,0.053066
545,902,1,0,9.0,25,6.0,0,25,1117235,0,9.0,15.0,40.0,40.0,1,25,9.0,1.0,0.0
549,63,0,0,16.0,28,6.0,0,0,1117235,28,16.0,22.0,50.0,50.0,0,25,9.0,1.25,0.0
544,902,1,0,7.0,14,6.0,0,14,1117243,0,7.0,13.0,27.0,27.0,1,14,7.0,1.0,0.0
533,6,0,0,7.0,18,11.0,0,0,1117243,18,7.0,18.0,36.0,36.0,0,14,7.0,1.3333333333333333,0.0
564,122_3,0,1,13.0,11,5.0,0,0,1117243,11,13.0,18.0,29.0,39.0,0,14,7.0,1.4444444444444444,0.0
537,902,1,0,18.0,27,6.0,0,27,1117251,0,18.0,24.0,51.0,51.0,1,27,18.0,1.0,0.057762
557,21_94,0,1,13.44,22,8.56,0,0,1117251,22,13.44,22.0,44.0,54.0,0,27,18.0,1.0588235294117647,0.0
537,21_902,0,1,12.96,29,9.04,0,27,1117251,2,12.96,22.0,51.0,61.0,1,27,18.0,1.196078431372549,0.04621
619,70_902,1,1,21.12,21,15.88,0,12,1117253,9,21.12,37.0,58.0,68.0,1,21,21.12,1.0,0.0
602,61_62_3,0,2,19.96,24,10.04,0,0,1117253,24,19.96,30.0,54.0,74.0,0,21,21.12,1.088235294117647,0.0
617,94,0,0,8.0,7,11.0,0,0,1117268,7,8.0,19.0,26.0,26.0,0,14,9.0,1.0,0.823959
632,902,1,0,9.0,14,6.0,0,14,1117268,0,9.0,15.0,29.0,29.0,1,14,9.0,1.1153846153846154,0.0
647,63_94,0,1,6.52,11,8.48,0,0,1117268,11,6.52,15.0,26.0,36.0,0,14,9.0,1.3846153846153846,0.174341
646,21_94,0,1,8.52,10,8.48,0,0,1117268,10,8.52,17.0,27.0,37.0,0,14,9.0,1.4230769230769231,0.208081
643,902,1,0,7.0,19,6.0,0,19,1117269,0,7.0,13.0,32.0,32.0,1,19,7.0,1.0,0.077016
618,121_902,0,1,4.56,21,7.44,0,19,1117269,2,4.56,12.0,33.0,43.0,1,19,7.0,1.34375,0.06298
598,67,0,0,5.0,8,11.0,0,0,1117270,8,5.0,16.0,24.0,24.0,0,8,17.0,1.0,0.0
603,902,1,0,17.0,8,6.0,0,8,1117270,0,17.0,23.0,31.0,31.0,1,8,17.0,1.2916666666666667,0.0
605,902,1,0,11.0,25,6.0,0,25,1117271,0,11.0,17.0,42.0,42.0,1,25,11.0,1.0,0.057762
601,120_902,0,1,8.44,29,8.56,0,25,1117271,4,8.44,17.0,46.0,56.0,1,25,11.0,1.3333333333333333,0.003301
597,67,0,0,5.0,9,11.0,0,0,1117272,9,5.0,16.0,25.0,25.0,0,8,14.0,1.0,0.0
606,902,1,0,14.0,8,6.0,0,8,1117272,0,14.0,20.0,28.0,28.0,1,8,14.0,1.12,0.0
623,902,1,0,7.0,3,6.0,0,3,1117276,0,7.0,13.0,16.0,16.0,1,3,7.0,1.0,0.333738
607,901,0,0,7.0,3,6.0,0,3,1117276,0,7.0,13.0,16.0,16.0,1,3,7.0,1.0,0.333738
620,18,0,0,7.0,6,6.0,0,0,1117276,6,7.0,13.0,19.0,19.0,0,3,7.0,1.1875,0.002708
625,14,0,0,9.0,2,8.0,0,0,1117276,2,9.0,17.0,19.0,19.0,0,3,7.0,1.1875,0.0
599,7,0,0,8.0,3,11.0,0,0,1117276,3,8.0,19.0,22.0,22.0,0,3,7.0,1.375,0.002708
599,902_65,0,1,14.12,22,6.88,0,7,1117279,15,14.12,21.0,43.0,53.0,1,22,10.28,1.0,0.0
611,902_921,1,1,10.28,22,12.72,0,22,1117279,0,10.28,23.0,45.0,55.0,1,22,10.28,1.0377358490566038,0.002894
610,3_921,0,1,5.64,29,11.36,0,4,1117279,25,5.64,17.0,46.0,56.0,1,22,10.28,1.0566037735849056,0.032312
630,63_921,0,1,10.8,32,8.2,0,14,1117279,18,10.8,19.0,51.0,61.0,1,22,10.28,1.150943396226415,1e-06
700,63,0,0,21.0,17,6.0,0,0,1117287,17,21.0,27.0,44.0,44.0,0,14,26.0,1.0,0.0015
